chef,unstable,12.13.12+20160723192537
chef,unstable,12.13.12+20160723203019
chef,unstable,12.13.12+20160724015517
chef,unstable,12.13.12+20160724154818
chef,unstable,12.13.14
chef,unstable,12.13.14+20160726182818
chef,unstable,12.13.14+20160726193359
chef,current,12.12.14
chef,current,12.13.2
chef,current,12.13.5
chef,current,12.13.9
chef,current,12.13.11
chef,current,12.13.13
chef-backend,stable,1.0.9
chef-backend,unstable,1.0.20+git.16.1ecd7ff
chef-backend,unstable,1.0.20+git.18.43e5a9a
chef-backend,unstable,1.0.20+git.20.7838474
chef-backend,current,1.0.12
chef-backend,current,1.0.14
chef-backend,current,1.0.15
chef-backend,current,1.0.17
chef-backend,current,1.0.18
chef-backend,current,1.0.19
chef-backend,current,1.0.20
chef-backend,current,1.0.20+git.8.e6208e7
chef-backend,current,1.0.20+git.14.2d1f229
chef-server,stable,11.1.5
chef-server,stable,11.1.6
chef-server,stable,12.0.0
chef-server,stable,12.0.1
chef-server,stable,12.0.2
chef-server,stable,12.0.3
chef-server,stable,12.0.4
chef-server,stable,12.0.5
chef-server,stable,12.0.6
chef-server,stable,12.0.7
chef-server,stable,12.0.8
chef-server,stable,11.0.4
chef-server,stable,11.0.6
chef-server,stable,11.0.8
chef-server,stable,11.0.10
chef-server,stable,11.0.11
chef-server,stable,11.0.12
chef-server,stable,11.1.0
chef-server,stable,11.1.1
chef-server,stable,11.1.3
chef-server,stable,11.1.4
chef-server,stable,11.1.7
chef-server,stable,12.1.0
chef-server,stable,12.1.1
chef-server,stable,12.1.2
chef-server,stable,12.2.0
chef-server,stable,12.3.0
chef-server,stable,12.3.1
chef-server,stable,12.4.0
chef-server,stable,12.4.1
chef-server,stable,12.5.0
chef-server,stable,12.6.0
chef-server,stable,12.7.0
chef-server,stable,12.8.0
chef-server,unstable,12.8.0+20160720120602
chef-server,unstable,12.8.0+20160720134030
chef-server,unstable,12.8.0+20160721182055
chef-server,unstable,12.8.0+20160721205827
chef-server,unstable,12.8.0+20160721230650
chef-server,unstable,12.8.0+20160722072334
chef-server,unstable,12.8.0+20160722105029
chef-server,unstable,12.8.0+20160726152029
chef-server,unstable,12.8.0+20160726163027
chef-server,current,12.7.0+20160628002028
chef-server,current,12.7.0+20160629174029
chef-server,current,12.7.0+20160629212030
chef-server,current,12.7.0+20160705183030
chef-server,current,12.8.0+20160706190739
chef-server,current,12.8.0+20160711124027
chef-server,current,12.8.0+20160711131028
chef-server,current,12.8.0+20160719150033
chef-server,current,12.8.0+20160722111025
chef-server,current,12.8.0+20160725093028
chefdk,stable,0.2.2
chefdk,stable,0.3.0
chefdk,stable,0.3.1
chefdk,stable,0.3.2
chefdk,stable,0.3.4
chefdk,stable,0.3.5
chefdk,stable,0.3.6
chefdk,stable,0.4.0
chefdk,stable,0.5.0
chefdk,stable,0.5.1
chefdk,stable,0.6.0
chefdk,stable,0.6.2
chefdk,stable,0.7.0
chefdk,stable,0.8.0
chefdk,stable,0.8.1
chefdk,stable,0.9.0
chefdk,stable,0.10.0
chefdk,stable,0.11.0
chefdk,stable,0.11.2
chefdk,stable,0.12.0
chefdk,stable,0.13.21
chefdk,stable,0.14.25
chefdk,stable,0.15.15
chefdk,stable,0.15.16
chefdk,stable,0.16.28
chefdk,unstable,0.17.3+20160725191329
chefdk,current,0.16.12
chefdk,current,0.16.13
chefdk,current,0.16.14
chefdk,current,0.16.16
chefdk,current,0.16.17
chefdk,current,0.16.18
chefdk,current,0.16.24
chefdk,current,0.16.25
chefdk,current,0.16.26
chefdk,current,0.16.27
chefdk,current,0.16.31
chefdk,current,0.17.2
chefdk,current,0.17.3
compliance,stable,0.9.0
compliance,stable,0.9.1
compliance,stable,0.9.5
compliance,stable,0.9.6
compliance,stable,0.9.7
compliance,stable,0.9.9
compliance,stable,0.9.10
compliance,stable,0.9.11
compliance,stable,0.10.4
compliance,stable,0.11.1
compliance,stable,0.14.1
compliance,stable,0.14.5
compliance,stable,0.15.13
compliance,stable,0.15.18
compliance,stable,0.16.9
compliance,stable,1.0.4
compliance,stable,1.0.11
compliance,stable,1.1.2
compliance,stable,1.1.9
compliance,stable,1.1.23
compliance,stable,1.2.3
compliance,stable,1.2.4
compliance,stable,1.3.1
delivery,stable,0.3.56
delivery,stable,0.3.63
delivery,stable,0.3.67
delivery,stable,0.3.68
delivery,stable,0.3.73
delivery,stable,0.3.76
delivery,stable,0.3.109
delivery,stable,0.3.112
delivery,stable,0.3.123
delivery,stable,0.3.146
delivery,stable,0.3.163
delivery,stable,0.3.186
delivery,stable,0.3.195
delivery,stable,0.3.201
delivery,stable,0.3.210
delivery,stable,0.3.224
delivery,stable,0.3.227
delivery,stable,0.3.240
delivery,stable,0.3.243
delivery,stable,0.3.251
delivery,stable,0.3.256
delivery,stable,0.3.278
delivery,stable,0.3.304
delivery,stable,0.3.314
delivery,stable,0.3.334
delivery,stable,0.3.338
delivery,stable,0.3.341
delivery,stable,0.3.358
delivery,stable,0.3.369
delivery,stable,0.3.374
delivery,stable,0.3.390
delivery,stable,0.3.391
delivery,stable,0.3.435
delivery,stable,0.3.450
delivery,stable,0.3.467
delivery,stable,0.3.493
delivery,stable,0.3.519
delivery,stable,0.3.522
delivery,stable,0.3.554
delivery,stable,0.3.606
delivery,stable,0.3.640
delivery,stable,0.4.6
delivery,stable,0.4.58
delivery,stable,0.4.75
delivery,stable,0.4.113
delivery,stable,0.4.132
delivery,stable,0.4.199
delivery,stable,0.4.235
delivery,stable,0.4.299
delivery,stable,0.4.404
delivery,stable,0.4.437
delivery,stable,0.4.522
delivery,stable,0.4.600
delivery,stable,0.5.1
delivery,unstable,0.5.13
delivery,unstable,0.5.15
delivery,unstable,0.5.17
delivery,unstable,0.5.18
delivery,unstable,0.5.20
delivery,unstable,0.5.23
delivery,unstable,0.5.24
delivery,unstable,0.5.28
delivery,unstable,0.5.29
delivery,unstable,0.5.30
delivery,unstable,0.5.32
delivery,unstable,0.5.34
delivery,current,0.4.525
delivery,current,0.4.544
delivery,current,0.4.551
delivery,current,0.4.553
delivery,current,0.4.557
delivery,current,0.4.568
delivery,current,0.4.576
delivery,current,0.4.577
delivery,current,0.4.581
delivery,current,0.4.585
delivery,current,0.4.593
delivery,current,0.4.597
delivery,current,0.4.599
delivery,current,0.4.607
delivery,current,0.4.616
delivery,current,0.4.619
delivery,current,0.4.620
delivery,current,0.4.621
delivery,current,0.5.3
delivery,current,0.5.5
delivery,current,0.5.11
delivery,current,0.5.14
delivery,current,0.5.19
delivery,current,0.5.25
delivery,current,0.5.27
delivery,current,0.5.31
delivery,current,0.5.33
ha,stable,1.0.0-rc.1
ha,stable,1.0.0-rc.2
ha,stable,1.0.0-rc.3
ha,stable,1.0.0
manage,stable,2.1.1
manage,stable,2.1.0
manage,stable,2.1.2
manage,stable,2.2.0
manage,stable,2.2.1
manage,stable,2.3.0
manage,stable,2.4.0
manage,stable,2.4.1
manage,unstable,2.4.0+20160722152327.git.13.e0fddd2
manage,current,2.4.0+20160627093522.git.6.7e0b311
manage,current,2.4.0+20160628093523.git.6.7e0b311
manage,current,2.4.0+20160629093522.git.6.7e0b311
manage,current,2.4.0+20160630093529.git.6.7e0b311
manage,current,2.4.0+20160630163635.git.8.9159db4
manage,current,2.4.0+20160701093527.git.8.9159db4
manage,current,2.4.0+20160702093527.git.8.9159db4
manage,current,2.4.0+20160703093522.git.8.9159db4
manage,current,2.4.0+20160704093524.git.8.9159db4
manage,current,2.4.0+20160705093523.git.8.9159db4
manage,current,2.4.0+20160707093522.git.8.9159db4
manage,current,2.4.0+20160708093523.git.8.9159db4
manage,current,2.4.0+20160709093524.git.8.9159db4
manage,current,2.4.0+20160710093523.git.8.9159db4
manage,current,2.4.0+20160711093523.git.8.9159db4
manage,current,2.4.0+20160712093523.git.8.9159db4
manage,current,2.4.0+20160713093520.git.8.9159db4
manage,current,2.4.0+20160716093524.git.8.9159db4
manage,current,2.4.0+20160717093523.git.8.9159db4
manage,current,2.4.0+20160718093523.git.8.9159db4
manage,current,2.4.0+20160724093527.git.13.e0fddd2
manage,current,2.4.0+20160725093523.git.13.e0fddd2
manage,current,2.4.1+20160725155039
manage,current,2.4.1+20160726093524
manage,current,2.4.1+20160727093523
marketplace,stable,0.0.1
marketplace,stable,0.0.2
marketplace,stable,0.0.3
marketplace,stable,0.0.4
marketplace,stable,0.0.5
marketplace,stable,0.0.6
marketplace,stable,0.0.7
marketplace,stable,0.0.10
marketplace,stable,0.0.11
marketplace,stable,0.0.12
marketplace,stable,0.0.13
marketplace,unstable,0.0.13+20160720081016.git.2.532fbd6
marketplace,unstable,0.0.13+20160721081016.git.2.532fbd6
marketplace,current,0.0.13+20160627081015
marketplace,current,0.0.13+20160628081017
marketplace,current,0.0.13+20160629081014
marketplace,current,0.0.13+20160630081018
marketplace,current,0.0.13+20160701081015
marketplace,current,0.0.13+20160702081016
marketplace,current,0.0.13+20160703081016
marketplace,current,0.0.13+20160704081018
marketplace,current,0.0.13+20160705081015
marketplace,current,0.0.13+20160706081016
marketplace,current,0.0.13+20160707081016
marketplace,current,0.0.13+20160722081014.git.2.532fbd6
marketplace,current,0.0.13+20160723081011.git.2.532fbd6
marketplace,current,0.0.13+20160724081016.git.2.532fbd6
marketplace,current,0.0.13+20160725081017.git.2.532fbd6
marketplace,current,0.0.13+20160726081018.git.2.532fbd6
marketplace,current,0.0.13+20160727081016.git.2.532fbd6
omnibus-toolchain,stable,1.1.2
omnibus-toolchain,stable,1.1.3
omnibus-toolchain,stable,1.1.5
omnibus-toolchain,stable,1.1.6
omnibus-toolchain,stable,1.1.7
omnibus-toolchain,stable,1.1.8
omnibus-toolchain,stable,1.1.9
private-chef,stable,1.4.14
private-chef,stable,11.2.2
private-chef,stable,1.4.15
private-chef,stable,11.2.3
private-chef,stable,11.2.5
private-chef,stable,11.2.6
private-chef,stable,11.3.0
private-chef,stable,11.3.1
private-chef,stable,11.3.2
push-jobs-client,stable,1.3.3
push-jobs-client,stable,1.3.4
push-jobs-client,stable,2.1.0
push-jobs-client,unstable,2.1.0+20160721080109
push-jobs-client,current,2.1.0+20160719080112
push-jobs-client,current,2.1.0+20160719183022
push-jobs-client,current,2.1.0+20160720080109
push-jobs-client,current,2.1.0+20160722080109
push-jobs-client,current,2.1.0+20160723080111
push-jobs-client,current,2.1.0+20160724080110
push-jobs-client,current,2.1.0+20160725080113
push-jobs-client,current,2.1.0+20160726080109
push-jobs-client,current,2.1.0+20160727021440
push-jobs-client,current,2.1.0+20160727080109
push-jobs-server,stable,1.0.0
push-jobs-server,stable,1.0.1
push-jobs-server,stable,1.1.0
push-jobs-server,stable,1.1.1
push-jobs-server,stable,1.1.2
push-jobs-server,stable,1.1.3
push-jobs-server,stable,1.1.5
push-jobs-server,stable,1.1.6
push-jobs-server,unstable,2.0.1+20160720091622.git.651.66e3d60
push-jobs-server,unstable,2.0.1+20160721080816.git.651.66e3d60
push-jobs-server,unstable,2.0.1+20160721084221.git.654.6245174
push-jobs-server,unstable,2.0.1+20160722080819.git.654.6245174
push-jobs-server,unstable,2.0.1+20160724080816.git.654.6245174
push-jobs-server,unstable,2.0.1+20160725080817.git.654.6245174
push-jobs-server,unstable,2.0.1+20160726080818.git.656.f1f5a0e
push-jobs-server,unstable,2.0.1+20160726161727.git.657.f967c04
push-jobs-server,current,2.0.0-alpha.4+20160627080815.git.11.0ac6b0f
push-jobs-server,current,2.0.0-alpha.4+20160628080812.git.11.0ac6b0f
push-jobs-server,current,2.0.0-alpha.4+20160630202416.git.13.14a5ab9
push-jobs-server,current,2.0.1+20160717080812.git.382.eac57c6
push-jobs-server,current,2.0.1+20160720080816.git.637.73c0e88
push-jobs-server,current,2.0.1+20160723080816.git.654.6245174
push-jobs-server,current,2.0.1+20160725103821.git.656.f1f5a0e
push-jobs-server,current,2.0.1+20160727080021.git.658.dd17ab1
push-jobs-server,current,2.0.1+20160727080816.git.658.dd17ab1
push-jobs-server,current,2.0.1+20160727143622.git.666.97a867c
reporting,stable,1.0.0
reporting,stable,1.1.0
reporting,stable,1.1.1
reporting,stable,1.1.2
reporting,stable,1.1.3
reporting,stable,1.1.4
reporting,stable,1.1.5
reporting,stable,1.1.6
reporting,stable,1.1.7
reporting,stable,1.2.1
reporting,stable,1.2.2
reporting,stable,1.2.3
reporting,stable,1.3.0
reporting,stable,1.5.1
reporting,stable,1.5.5
reporting,stable,1.5.6
reporting,stable,1.6.0
reporting,unstable,1.6.0+20160720083716
reporting,unstable,1.6.0+20160720105200.git.3.b33b0d0
reporting,unstable,1.6.0+20160724083716.git.2.cc6c287
reporting,unstable,1.6.0+20160725093218.git.4.8fc4b1a
reporting,unstable,1.6.0+20160725123250.git.4.8fc4b1a
reporting,current,1.6.0+20160720141021.git.2.cc6c287
reporting,current,1.6.0+20160721083716.git.2.cc6c287
reporting,current,1.6.0+20160722083715.git.2.cc6c287
reporting,current,1.6.0+20160723083712.git.2.cc6c287
reporting,current,1.6.0+20160725083713.git.2.cc6c287
reporting,current,1.6.0+20160726083713.git.4.8fc4b1a
reporting,current,1.6.0+20160727083711.git.4.8fc4b1a
supermarket,stable,1.3.0-alpha.0
supermarket,stable,1.5.0-alpha.0
supermarket,stable,1.6.0-alpha.0
supermarket,stable,1.8.0-alpha.0
supermarket,stable,1.9.0-alpha.0
supermarket,stable,1.10.0-alpha.0
supermarket,stable,1.10.1-alpha.0
supermarket,stable,1.11.0-alpha.0
supermarket,stable,1.12.0-alpha.0
supermarket,stable,2.0.0-alpha.0
supermarket,stable,2.0.1-alpha.0
supermarket,stable,2.0.2-alpha.0
supermarket,stable,2.1.0-alpha.0
supermarket,stable,2.1.1-alpha.0
supermarket,stable,2.1.2-alpha.0
supermarket,stable,2.1.3-alpha.0
supermarket,stable,2.1.4-alpha.0
supermarket,stable,2.2.1
supermarket,stable,2.2.2
supermarket,stable,2.3.0
supermarket,stable,2.3.2
supermarket,stable,2.3.3
supermarket,stable,2.4.0
supermarket,stable,2.4.1
supermarket,stable,2.4.2
supermarket,stable,2.5.0
supermarket,stable,2.5.2
supermarket,stable,2.6.0
supermarket,stable,2.6.1
supermarket,stable,2.7.2
supermarket,stable,2.7.3
supermarket,stable,2.7.4
supermarket,stable,2.8.0
supermarket,stable,2.8.1
supermarket,current,2.7.3+20160627091217
supermarket,current,2.7.3+20160627204424
supermarket,current,2.7.3+20160628091218
supermarket,current,2.7.3+20160629014025
supermarket,current,2.7.3+20160629091217
supermarket,current,2.7.4+20160629165023
supermarket,current,2.7.4+20160629190023
supermarket,current,2.7.4+20160630091214
supermarket,current,2.7.4+20160701091216
supermarket,current,2.7.4+20160701190219
supermarket,current,2.7.4+20160702091217
supermarket,current,2.7.4+20160703091217
supermarket,current,2.7.4+20160704091213
supermarket,current,2.7.4+20160705091215
supermarket,current,2.7.4+20160705163425
supermarket,current,2.7.4+20160705172821
supermarket,current,2.8.0+20160706091217
supermarket,current,2.8.0+20160706172020
supermarket,current,2.8.0+20160707091217
supermarket,current,2.8.0+20160708091217
supermarket,current,2.8.0+20160708162823
supermarket,current,2.8.0+20160709091217
supermarket,current,2.8.0+20160710091213
supermarket,current,2.8.0+20160711091217
supermarket,current,2.8.0+20160711164823
supermarket,current,2.8.0+20160712091217
supermarket,current,2.8.0+20160713091214
supermarket,current,2.8.0+20160715091215
supermarket,current,2.8.0+20160716091214
supermarket,current,2.8.0+20160717091213
supermarket,current,2.8.0+20160718091211
supermarket,current,2.8.0+20160718181423
supermarket,current,2.8.0+20160719091215
supermarket,current,2.8.0+20160720091217
supermarket,current,2.8.0+20160721091212
supermarket,current,2.8.0+20160722150352
supermarket,current,2.8.0+20160722210423
supermarket,current,2.8.0+20160723091212
supermarket,current,2.8.0+20160724091217
supermarket,current,2.8.0+20160725091213
supermarket,current,2.8.1+20160725233825
supermarket,current,2.8.1+20160726091214
supermarket,current,2.8.1+20160726185426
sync,stable,1.0.0-rc.6
sync,stable,1.0.0-rc.1
sync,stable,1.0.0-rc.2
sync,stable,1.0.0-rc.3
sync,stable,1.0.0-rc.5
sync,stable,1.0.0-rc.7
